DAM_ID,GRAND_ID,NABD_ID,DAM_NAME,PNNL_DAM_ID,STATE,AGENCY_CODE,LONG,LAT,TIME_SERIES_START,TIME_SERIES_END,NORMAL_STORAGE.MCM.,MAXIMUM_STORAGE,STORAGE,DAM_HEIGHT,ELEV_MASL,S_RATIO,i_MAF_MCM,MAIN_USE,P_FLC,P_NAV,P_HYD,P_SUP,P_IRR,P_REC,P_FSH,UPST_DAMS_N,UPST_DAMS_CAP,YEAR_CREATED,norm_Stor,Max_stor,join_OBJECTID,join_TNMID,join_MetaSource,join_SourceData,join_SourceOrig,join_SourceFeat,join_LoadDate,join_AreaSqKm,join_AreaAcres,join_GNIS_ID,join_Name,join_States,join_HUC2,join_Shape_Leng,join_Shape_Area,join_layer,join_path,join_HUC2_db,join_Prior_purp,distance,,
1886,1886,GA00850,Lloyd Shoals,NA,Georgia,NA,-83.845533,33.320084,NA,NA,132,132,132,6,158,0.072221068,1827.721519,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,246.5,1911,132,132,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1881,1881,GA04461,Plant Wansley Main Storage Lake Dam,NA,Georgia,NA,-85.033178,33.424707,NA,NA,59.2,59.2,59.2,18,240,1.916174462,30.8948904,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,3264.8,1975,59.2,59.2,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1898,1898,GA00201,Lake Tobesofkee Dam,NA,Georgia,NA,-83.769377,32.820643,NA,NA,53.1,53.1,53.1,7,115,0.258112818,205.7239944,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,1664.9,1965,53.1,53.1,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1839,1839,GA00843,Tugalo,NA,Georgia,NA,-83.352742,34.715414,NA,NA,53,53,53,30,275,0.063553646,833.9411376,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,6,3006,1923,53,53,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1906,1906,GA00837,Oliver,NA,Georgia,NA,-85.001975,32.515961,NA,NA,39.5,39.5,39.5,18,108,0.005997678,6585.881774,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,4288.6,1959,39.5,39.5,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1838,1838,GA00845,Mathis and Terrora,NA,Georgia,NA,-83.419678,34.76875,NA,NA,38.2,38.2,38.2,48,529,0.139424666,273.9830832,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,171.4,1925,38.2,38.2,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1884,1884,GA05325,Upper Towaliga River Dam,NA,Georgia,NA,-84.206404,33.330784,NA,NA,36.7,36.7,36.7,6,214,0.896648283,40.9302072,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,99.1,1988,36.7,36.7,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1897,1897,GA04542,Town Creek Reservoir Dam,NA,Georgia,NA,-83.656299,32.902294,NA,NA,33.1,33.1,33.1,5,112,4.746043921,6.9742296,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,1664.9,1993,33.1,33.1,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1882,1882,GA04476,Lake Kedron Dam,NA,Georgia,NA,-84.577083,33.424348,NA,NA,32.9,32.9,32.9,7,264,1.945033748,16.9148736,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3242.4,1986,32.9,32.9,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1896,1896,GA00820,West Point,usace_WestPoint,Georgia,ACE_MOB,-85.192847,32.924552,1/1/80,9/1/18,746.3,746.3,746.3,3,199,0.146742161,4477.403571,Flood control,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,4011.1,1974,746.3,746.3,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1854,1854,GA02364,Arrowhead Lake Dam,NA,Georgia,NA,-84.590425,34.290859,NA,NA,29.4,29.4,29.4,42,301,2.141677659,13.727556,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,29.4,1974,29.4,29.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1850,1850,GA83005,Lower Reservoir Dam A,NA,Georgia,NA,-85.290845,34.366134,NA,NA,29,29,29,32,214,12.58841845,2.3037048,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,2397.8,1992,29,29,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1871,1871,GA04518,Big Haynes Creek Reservoir Dam,NA,Georgia,NA,-83.934375,33.732264,NA,NA,23.4,23.4,23.4,10,220,0.38360127,61.0008408,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,99.1,-99,23.4,23.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1873,1873,GA05174,Cornish Creek Reservoir Dam,NA,Georgia,NA,-83.802824,33.649576,NA,NA,22.7,22.7,22.7,13,212,0.699727231,32.4412128,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,99.1,1991,22.7,22.7,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1885,1885,GA04477,Horton Creek Reservoir Dam,NA,Georgia,NA,-84.422917,33.319256,NA,NA,22.4,22.4,22.4,10,241,2.232116877,10.0353168,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3242.4,1996,22.4,22.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1877,1877,GA04533,Spivey Lake Dam,NA,Georgia,NA,-84.28125,33.514875,NA,NA,16.3,16.3,16.3,17,244,0.99713481,16.3468368,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,16.3,1957,16.3,16.3,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1892,1892,GA02060,High Falls Dam,NA,Georgia,NA,-84.019068,33.183051,NA,NA,15.4,15.4,15.4,6,186,0.058625247,262.6854624,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,114.5,-99,15.4,15.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1840,1840,GA00851,Yonah,NA,Georgia,NA,-83.339583,34.685749,NA,NA,14.4,14.4,14.4,25,245,0.017066554,843.7555512,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,6,3006,1925,14.4,14.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1903,1903,GA00826,Goat Rock,NA,Georgia,NA,-85.078125,32.611122,NA,NA,12.3,12.3,12.3,12,124,0.001907454,6448.385311,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,4288.6,1912,12.3,12.3,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
305,305,ID00319,Albeni Falls,usace_AlbeniFalls,Idaho,ACE_SEA,-116.997745,48.178294,1/1/80,9/1/18,1424.7,1424.7,1424.7,61,636,0.080301131,21732.22429,Hydroelectricity,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,71,28252.33348,1955,1424.7,1424.7,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
411,411,ID00494,American Falls,usbrpn_amf,Idaho,BOR,-112.873708,42.779062,10/1/25,12/18/18,2061.5,2061.5,2061.5,25,1324,0.448417363,6753.677093,Irrigation,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,9,3627.3,1977,2061.5,2061.5,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
365,365,ID00056,Brownlee,NA,Idaho,NA,-116.902154,44.835014,NA,NA,1751.6,1751.6,1751.6,49,626,0.084155516,20813.84664,Hydroelectricity,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,29,8884.13348,1958,1751.6,1751.6,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
396,396,ID00267,Palisades,usbrpn_pal,Idaho,BOR,-111.202028,43.330514,12/1/56,12/18/18,1480.2,1480.2,1480.2,14,1711,0.719320128,5838.90063,Irrigation,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,5,3238.4,1956,1480.2,1480.2,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
370,370,ID00690,Cascade,usbrpn_csc,Idaho,BOR_PN,-116.053057,44.523064,10/2/80,8/23/18,805.5,805.5,805.5,21,1473,1.239065764,875.4726486,Irrigation,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,9,3648.3,1947,805.5,805.5,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
338,338,ID00287,Dworshak Dam,usace_Dworshak,Idaho,ACE_WAL,-116.297014,46.516351,1/1/80,1/1/19,4391.2,4391.2,4391.2,12,331,1.696832281,4735.5895,Flood control,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,54,19219.83348,1973,4391.2,4391.2,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
394,394,ID00398,Anderson Ranch,NA,Idaho,NA,-115.447429,43.36022,NA,NA,521.8,521.8,521.8,34,1277,0.839801118,621.3375864,Irrigation,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,14,5301.6,1946,521.8,521.8,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
402,402,ID00204,Blackfoot,NA,Idaho,NA,-111.713537,43.006451,NA,NA,505.7,505.7,505.7,12,1867,3.395775802,148.9203144,Irrigation,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,3238.4,1911,505.7,505.7,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
391,391,ID00288,Lucky Peak,usbrpn_luc,Idaho,BOR_PN,-116.052083,43.526359,1/1/65,8/23/18,378.7,378.7,378.7,35,911,0.194191839,2429.211704,Flood control,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,32,11542.23348,1955,378.7,378.7,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
387,387,ID00288,Arrowrock,usbrpn_ark,Idaho,BOR_PN,-115.921576,43.593558,1/1/65,8/23/18,353.4,353.4,353.4,6,987,0.224258455,2141.766167,Irrigation,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,25,8421.9,1914,353.4,353.4,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
405,405,ID00054,C.J. Strike,usgs_13171500,Idaho,USGS,-115.972917,42.947917,4/1/85,9/1/18,304.7,304.7,304.7,6,745,0.034217875,7547.586643,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,29,9933.33348,1952,304.7,304.7,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
"10,013",NA,ID00044,Salmon River Canal,usgs_13106500,Idaho,USGS,-114.733,42.2122,5/6/80,9/1/18,NA,284.502162,284.502162,NA,1828.8,2.752434317,103.3638333,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,8678.63348,NA,,284.502162,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
7309,7309,ID00044,Salmon Falls Dam,NA,Idaho,NA,-114.732811,42.210407,NA,NA,284.5,0,284.5,NA,NA,NA,NA,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1911,284.5,0,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
315,315,ID00220,Post Falls Middle Channel,NA,Idaho,NA,-116.951042,47.705243,NA,NA,277.5,277.5,277.5,61,648,0.064954272,4272.23633,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,71,28252.33348,1906,277.5,277.5,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
397,397,ID00039,Magic Dam,NA,Idaho,NA,-114.360473,43.256388,NA,NA,240.5,240.5,240.5,32,1455,0.30551153,787.204332,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,14,5301.6,1910,240.5,240.5,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
389,389,ID00276,Deer Flat Upper,NA,Idaho,NA,-116.73125,43.584629,NA,NA,208.5,208.5,208.5,6,768,11.51039427,18.1140624,Irrigation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,36,12153.23348,1907,208.5,208.5,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
377,377,ID00247,Deadwood,NA,Idaho,NA,-115.645624,44.295039,NA,NA,199.8,199.8,199.8,104,1616,1.903571842,104.9605776,Irrigation,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,7,3555.7,1930,199.8,199.8,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
374,374,ID00272,Island Park,usbrpn_isl,Idaho,BOR,-111.394991,44.420051,11/16/38,12/18/18,157,157,157,32,1918,0.534891924,575.8596296,Irrigation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,3238.4,1937,157,157,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
413,413,ID00275,Minidoka,usbrpn_min,Idaho,BOR,-113.484084,42.667609,10/1/50,12/18/18,117.4,117.4,117.4,35,1272,0.024991982,6128.352794,Irrigation,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,13,6357.7,1905,117.4,117.4,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
390,390,ID00352,Ririe,usbrpn_rir,Idaho,BOR,-111.740813,43.580736,1/9/76,12/18/18,99.3,99.3,99.3,9,1563,0.665811917,108.129381,Flood control,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,3386.8,1976,99.3,99.3,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
"10,010",NA,ID00008,Henry's Lake,usgs_13039000,Idaho,USGS,-111.354,44.5972,1/1/80,9/1/18,NA,72.405276,72.405276,6.858,1961.9976,1.631672788,44.374875,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3238.4,1923,,72.405276,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
"10,012",NA,ID00181,Mackay Reservoir,usgs_13126000,Idaho,USGS,-113.675,43.9514,1/1/80,9/1/18,NA,55.5066,55.5066,20.4216,1828.8,0.194821181,284.9105,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,5184.1,1918,,55.5066,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
"10,019",NA,ID83075,Milner Dam,usbrpn_mil,Idaho,BOR_PN,-114.0138889,42.52361111,10/1/84,8/23/18,NA,48.10572,48.10572,12.4968,1259.7384,0.008707119,5524.872118,Hydroelectricity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,6357.7,1948,,48.10572,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
"10,022",NA,ID00132,Black Canyon Dam,usbrpn_emm,Idaho,BOR_PN,-116.4416667,43.93055556,1/1/65,8/23/18,NA,36.78484056,36.78484056,NA,761.3904,0.012844826,2863.786656,Hydroelectricity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,12153.23348,NA,,36.78484056,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
392,392,ID00025,Little Wood River,NA,Idaho,BOR,-114.028321,43.426524,4/9/60,12/18/18,37,37,37,18,1590,0.293849436,125.914824,Irrigation,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13,5184.1,1961,37,37,1,{31AE82B1-B1F0-4839-A09B-1836570B4D37},,,,,11/6/17,836516.99,206707666.5,2730148,Pacific Northwest Region,"CA,CN,ID,MT,NV,OR,UT,WA,WY",17,92.95891489,97.30403175,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-16/WBDHU2.shp,17,Hydroelectric,0,,
